id,student_id,title,description,domain_tags
248,118,Weather Prediction Model,Temporibus molestiae a vel perspiciatis inventore in soluta possimus.,Data Engineering
249,119,Chatbot Assistant,Dolorem rem ratione fugit nihil qui quis possimus atque consequatur labore doloremque similique.,Cloud
250,120,AI Resume Screener,Nisi molestiae ducimus a quia ab minima maxime fugiat dignissimos rem.,Web
251,120,Attendance Tracker,Facere culpa officiis ducimus sequi incidunt facilis eius perspiciatis quidem impedit quos laboriosam.,Data Engineering
252,121,Chatbot Assistant,Nam laborum voluptates neque quo id consequuntur sint blanditiis dolorem quos veniam.,AI/ML
253,121,Attendance Tracker,Dolor id excepturi mollitia possimus provident cum vitae.,Cloud
254,122,Fraud Detection System,Rem reprehenderit iusto nobis at ea fuga.,Cloud
255,123,Library Management Portal,Alias fugit voluptates nostrum maxime quae nisi veniam reprehenderit odit ipsa dicta omnis rem enim alias.,AI/ML
256,123,AI Resume Screener,Magni praesentium nostrum perferendis facere omnis voluptate assumenda eius id pariatur illo dicta accusamus provident ullam.,Cloud
257,124,Placement Analytics Dashboard,Eligendi rerum totam expedita vitae eius non deserunt ut nemo ea illum autem asperiores eos.,AI/ML
258,125,AI Resume Screener,Rem vero soluta repellat nemo possimus vitae natus.,Mobile
259,125,Placement Analytics Dashboard,Quidem vero itaque itaque nesciunt ad blanditiis architecto odio voluptatibus.,Web
260,126,E-commerce Recommender,Reiciendis impedit explicabo modi praesentium ea enim id quibusdam exercitationem.,AI/ML
261,126,Weather Prediction Model,Ut labore explicabo tempora eaque veniam placeat tenetur libero dicta quasi sit dignissimos dicta dolorum.,Cloud
262,127,Placement Analytics Dashboard,Explicabo quod blanditiis aspernatur veritatis laudantium ab sequi vero sed fuga et tempore sunt nemo eius.,AI/ML
263,128,E-commerce Recommender,Voluptates totam eligendi dolore nemo amet reiciendis laboriosam molestiae.,AI/ML
264,128,Weather Prediction Model,Expedita similique quod itaque blanditiis maxime et ab perferendis fugit aut facere similique deleniti.,Data Engineering
265,128,Fraud Detection System,Dolores iusto nostrum facilis libero distinctio praesentium fuga sequi eius debitis.,AI/ML
266,129,Fraud Detection System,Voluptatem placeat repellendus quam rem nam sequi deserunt reiciendis.,Web
267,129,Fraud Detection System,Labore ab in consequatur tempora occaecati modi et laborum.,IoT
268,130,Weather Prediction Model,Natus necessitatibus id porro animi repellendus labore occaecati ipsum ex facere.,Data Engineering
269,131,Fraud Detection System,Nam repellat exercitationem illum expedita perspiciatis non nemo officiis modi voluptatem eligendi eveniet magni quod.,Data Engineering
270,131,AI Resume Screener,Suscipit fugit enim occaecati corporis cumque repellat excepturi occaecati nemo sed architecto cum dolorem.,Cloud
271,132,Placement Analytics Dashboard,Officiis quae non hic suscipit quos vel quibusdam maxime ipsum cumque sequi.,IoT
272,132,IoT Smart Campus,Quas optio velit praesentium aspernatur cumque aut aperiam soluta.,Data Engineering
273,133,Attendance Tracker,Amet quo minima voluptatum aut nulla assumenda ut harum dolorem qui ipsam consectetur minima cupiditate.,Cloud
274,133,AI Resume Screener,Optio similique eveniet labore voluptate molestiae earum.,AI/ML
275,134,AI Resume Screener,Consequatur veniam molestiae nihil itaque quibusdam soluta ipsa odit modi tenetur laboriosam dolorem.,Cloud
276,135,Fraud Detection System,Ipsam facilis ea esse a repellendus sed exercitationem.,Web
277,135,IoT Smart Campus,Modi porro laudantium quidem error quisquam reiciendis nisi reiciendis molestias deleniti sunt ipsa dolorum.,Web
278,135,Chatbot Assistant,Repudiandae dolore aspernatur numquam maxime reiciendis nostrum possimus earum officiis minus eaque deleniti.,Mobile
279,136,Fraud Detection System,Delectus enim odio nulla earum numquam deleniti accusantium.,Data Engineering
280,136,Campus Event App,Voluptas ad voluptas eligendi commodi ipsa ab.,Data Engineering
281,137,Placement Analytics Dashboard,Corrupti laudantium exercitationem est reiciendis voluptatum iure recusandae.,Web
282,138,E-commerce Recommender,Aspernatur quibusdam corporis eaque hic molestiae delectus tempore dolorum fugit accusamus voluptate.,Web
283,139,IoT Smart Campus,Harum voluptate doloribus voluptatum dicta quasi atque pariatur dignissimos harum.,Data Engineering
284,139,Chatbot Assistant,Vel culpa quas quia mollitia commodi laboriosam error facere amet pariatur.,IoT
285,139,Fraud Detection System,Doloremque ipsa accusamus recusandae nesciunt id doloribus voluptas.,Mobile
286,140,Campus Event App,Quos labore nisi fuga at culpa at nulla ut voluptatum numquam animi officia praesentium recusandae commodi.,Web
287,140,E-commerce Recommender,Et nam officia expedita tempora quasi accusantium fugiat quam dolorum.,Data Engineering
288,140,Chatbot Assistant,Laborum ipsa eos possimus deleniti delectus expedita.,Cloud
289,141,Placement Analytics Dashboard,Eius rerum totam mollitia architecto culpa eos ea facilis a odit fugiat delectus accusantium.,Mobile
290,141,Fraud Detection System,Quod dolores quam omnis molestiae harum minima libero mollitia nostrum eum odit.,Cloud
291,142,Campus Event App,Atque omnis aliquam vel debitis adipisci autem deleniti.,IoT
292,142,Attendance Tracker,Necessitatibus saepe omnis minima praesentium ducimus facilis.,AI/ML
293,142,IoT Smart Campus,Quaerat accusamus ullam omnis unde rerum iusto odit facere quia tempora reprehenderit recusandae animi nulla minus.,Cloud
294,143,Chatbot Assistant,Rerum aspernatur dolor maxime aut doloremque harum deserunt.,Data Engineering
295,144,Attendance Tracker,Necessitatibus veniam nam nam quia quisquam nemo perferendis praesentium incidunt.,Web
296,145,Attendance Tracker,Cumque debitis illo excepturi culpa voluptatum ipsam explicabo.,Mobile
297,146,Library Management Portal,Mollitia voluptatum sapiente impedit odio repudiandae eum dolores molestias fugiat mollitia quia.,Data Engineering
298,146,Chatbot Assistant,Vitae ipsum id quas voluptatem nisi maxime voluptatibus error error dolore sequi.,Cloud
299,146,Fraud Detection System,Quo velit reprehenderit ullam maiores necessitatibus nemo.,Cloud
300,147,E-commerce Recommender,Alias explicabo consequuntur facilis neque doloremque repellat at.,Cloud
301,147,Chatbot Assistant,Necessitatibus dolor aspernatur eveniet laboriosam laborum tempore praesentium reprehenderit atque odit alias repellat.,Data Engineering
302,148,Library Management Portal,Aspernatur animi quo expedita repellendus impedit sint sit dolorem officiis nobis accusamus.,AI/ML
303,149,Attendance Tracker,Fugit esse aliquam molestiae corrupti magnam dolore amet quasi hic ipsum nisi magnam dolore enim hic.,Data Engineering
304,150,Attendance Tracker,Excepturi labore quia molestias ea id ipsa praesentium quis.,IoT
305,151,Library Management Portal,Nam laborum officiis deserunt nulla quasi doloribus asperiores quod eum unde at perferendis incidunt.,Web
306,151,Attendance Tracker,Deleniti exercitationem omnis quo cumque expedita reprehenderit rem numquam ipsam unde doloremque.,Cloud
307,151,Library Management Portal,Culpa quas assumenda qui doloribus numquam corporis rerum enim exercitationem rem esse.,Web
308,152,Weather Prediction Model,Ad distinctio modi dignissimos minima ea laboriosam quas consequuntur praesentium accusantium nesciunt optio aliquam.,Mobile
309,152,Weather Prediction Model,Animi dicta possimus earum iure veniam architecto optio optio.,Web
310,152,Placement Analytics Dashboard,Sint accusantium sint officiis doloremque fugit voluptate aut et sint minus delectus.,Web
311,153,AI Resume Screener,Vitae natus quae aliquam ullam esse laudantium quia accusantium placeat explicabo esse voluptatum voluptatem.,AI/ML
312,153,Placement Analytics Dashboard,Repellat numquam soluta tempora repellendus adipisci mollitia eius corrupti tempore omnis.,Mobile
313,154,Campus Event App,Quas maxime perspiciatis sit placeat impedit nemo incidunt.,AI/ML
314,154,Library Management Portal,Tenetur eveniet molestiae dignissimos consequuntur molestiae reiciendis similique est provident minima.,Mobile
315,154,Fraud Detection System,Inventore tenetur quo omnis natus culpa architecto minus quaerat.,Web
316,155,Placement Analytics Dashboard,Et sunt quas quisquam sunt impedit illum ipsam ut.,AI/ML
317,155,Attendance Tracker,Corrupti deleniti consectetur ad voluptates nulla non nostrum nisi doloremque ad.,Web
318,156,Attendance Tracker,Porro labore magnam non quae fugiat sequi laudantium.,Web
319,156,Campus Event App,Cum dolorem illum voluptas unde veniam dolore perferendis dicta.,Mobile
320,157,Attendance Tracker,Architecto unde voluptates sint laudantium eveniet itaque doloribus illo aliquam.,Cloud
321,157,Attendance Tracker,Quam hic vel nemo modi odit provident aliquam autem itaque soluta soluta.,Web
322,158,E-commerce Recommender,Maxime id quasi nam maiores occaecati aliquid enim id esse.,Web
323,159,Campus Event App,Itaque in nostrum amet maxime consequuntur rerum iste quam beatae quod.,AI/ML
324,160,AI Resume Screener,Consequatur impedit iste debitis nihil quae dicta iste dolorum porro tenetur recusandae quaerat commodi beatae.,IoT
325,160,Attendance Tracker,Odio assumenda provident quas voluptate nostrum cum mollitia aliquam cupiditate excepturi sit sint cum.,Mobile
326,161,Attendance Tracker,Debitis quae in est quisquam ipsum occaecati blanditiis consectetur.,Data Engineering
327,161,Chatbot Assistant,A quisquam accusamus libero libero rem non laudantium dolor optio.,Mobile
328,162,IoT Smart Campus,Illum aspernatur nobis doloribus molestias nulla nam repudiandae aliquid corporis officiis alias sequi pariatur.,Web
329,162,Weather Prediction Model,Error ullam aliquid impedit debitis perferendis nostrum porro nisi ratione debitis iste neque ut at error.,Cloud
330,162,AI Resume Screener,Tempore reprehenderit quis sapiente aperiam iusto commodi similique eveniet impedit distinctio distinctio.,IoT
331,163,Campus Event App,Autem quas occaecati voluptates laborum porro ut voluptates.,Web
332,164,IoT Smart Campus,Incidunt sed ea nemo numquam unde nostrum libero quas libero repellat.,Web
333,165,Chatbot Assistant,Doloremque enim deserunt blanditiis iure reiciendis qui dignissimos nostrum impedit aliquid expedita rem distinctio odit porro.,IoT
334,165,Fraud Detection System,Ratione est magni eum ab placeat exercitationem quam nulla adipisci cupiditate.,Mobile
335,166,Attendance Tracker,Rerum ullam laboriosam labore alias consequatur culpa itaque sint tempore iure repellendus.,IoT
336,166,Fraud Detection System,Rerum error quam et modi dignissimos placeat reiciendis.,AI/ML
337,167,IoT Smart Campus,Architecto corrupti sapiente excepturi fugiat modi cumque non deleniti blanditiis quos est.,Web
338,167,Campus Event App,Quae earum assumenda soluta fuga repudiandae esse minima cupiditate fugiat alias dicta.,Mobile
339,167,Attendance Tracker,Ipsam ad laboriosam magnam deleniti unde quasi minima.,Mobile
340,168,E-commerce Recommender,Corporis sit reprehenderit vel perspiciatis consequatur quam itaque quae minima a ut.,IoT
341,169,Fraud Detection System,Sit ex suscipit aut quisquam quia ad quis odit distinctio dicta enim minus quo perferendis earum.,Cloud
342,170,AI Resume Screener,Earum accusamus numquam maiores dignissimos expedita et consequuntur provident.,Web
343,170,Fraud Detection System,Nemo cupiditate est tempora molestiae amet adipisci temporibus amet fugit assumenda.,Data Engineering
344,171,IoT Smart Campus,Debitis nisi nihil saepe praesentium nulla est repellendus quae perferendis modi voluptate quidem.,Web
345,172,IoT Smart Campus,Necessitatibus at rem praesentium atque est officia quisquam iusto veniam corporis tempore ducimus facilis.,IoT
346,172,Library Management Portal,Praesentium pariatur ratione sunt iste adipisci labore expedita itaque.,Mobile
347,173,Campus Event App,Eligendi expedita nemo magni illo quae autem nam architecto.,Data Engineering
348,173,Chatbot Assistant,Minus id impedit nulla molestias voluptate fugit exercitationem repellendus nihil quos.,Mobile
349,173,Library Management Portal,Necessitatibus exercitationem possimus cupiditate pariatur qui quae saepe beatae nisi eveniet atque ipsum.,Cloud
350,174,Library Management Portal,Veritatis architecto autem repellendus quo fugiat laudantium optio at repellendus suscipit.,Data Engineering
351,174,Fraud Detection System,Quidem optio iste eos nulla ipsum dignissimos.,Mobile
352,174,Fraud Detection System,Error recusandae perspiciatis ullam vel quaerat totam voluptatibus nesciunt nostrum magni sed.,Data Engineering
353,175,Attendance Tracker,Aperiam tempore voluptas a nam voluptatem autem eligendi adipisci inventore nihil.,AI/ML
354,175,Attendance Tracker,Et fugit fugit molestias optio labore deleniti fugit unde saepe culpa voluptatum pariatur consequatur asperiores accusamus.,Web
355,175,Attendance Tracker,Omnis voluptate consequatur consequatur rem similique tempora possimus ut numquam iste incidunt reprehenderit harum.,Data Engineering
356,176,E-commerce Recommender,Delectus non neque sed dolores magnam illum molestias facilis voluptatem.,Web
357,176,Weather Prediction Model,Laboriosam fuga neque vitae aspernatur quas minima similique quibusdam eius maxime minima nostrum doloribus occaecati.,Data Engineering
358,177,Chatbot Assistant,Placeat molestiae neque nostrum temporibus modi ab iste.,Web
359,177,IoT Smart Campus,Nemo ex explicabo voluptate eos cumque possimus nisi esse quos ea occaecati neque nemo.,Mobile
360,177,Campus Event App,Repellat numquam enim assumenda magni sed eius consequatur eligendi similique accusamus.,AI/ML
361,178,Library Management Portal,Nobis tenetur qui omnis fuga cupiditate quos doloremque.,Mobile
362,179,Attendance Tracker,Reiciendis similique exercitationem assumenda corporis ut culpa libero voluptatibus.,Mobile
363,179,Placement Analytics Dashboard,Dolores ipsam odit distinctio quasi exercitationem odit quidem blanditiis cumque id error quia.,Cloud
364,179,IoT Smart Campus,Doloremque placeat harum ea minus ipsa enim reiciendis fugit et minus veritatis atque minus explicabo.,Data Engineering
365,180,Weather Prediction Model,Nostrum officiis earum earum rem ducimus nesciunt itaque perferendis doloribus perferendis quo maxime.,Mobile
366,180,Library Management Portal,Et ab ab architecto illum minima placeat expedita quam.,Data Engineering
367,180,Weather Prediction Model,Deserunt ad at vel omnis saepe veniam odit provident blanditiis sequi.,Data Engineering
368,181,Chatbot Assistant,Fugiat quisquam officia rem delectus beatae delectus eos optio.,Data Engineering
369,181,Weather Prediction Model,Odit ullam eius incidunt temporibus quo eum cum.,Mobile
370,182,Library Management Portal,Eius aperiam harum voluptatum ducimus repellat debitis architecto.,Web
371,183,AI Resume Screener,Nostrum debitis laudantium corporis quisquam dolor officia totam quaerat aut.,Mobile
372,184,E-commerce Recommender,Architecto quas quod accusantium libero officiis a alias.,AI/ML
373,184,IoT Smart Campus,Eaque praesentium temporibus nemo maiores velit laudantium ipsa sapiente quos quos molestiae a.,Cloud
374,185,AI Resume Screener,Commodi modi voluptatibus ex esse animi voluptatum officia facilis sequi excepturi sapiente quis enim.,IoT
375,185,Attendance Tracker,Debitis aliquam fugit deleniti possimus tempore occaecati facere assumenda odio.,Mobile
376,185,AI Resume Screener,Consequuntur deserunt quaerat nihil laudantium aperiam molestiae est modi rerum.,AI/ML
377,186,Placement Analytics Dashboard,Vitae accusamus excepturi excepturi quam illo distinctio omnis minima velit sit modi qui doloremque.,Mobile
378,187,Chatbot Assistant,Alias consequuntur officiis iusto ullam aliquid praesentium consectetur.,Web
379,187,Chatbot Assistant,Odio temporibus reprehenderit atque nostrum saepe aperiam repellendus beatae.,Web
380,187,E-commerce Recommender,Reiciendis dolore rem incidunt repellat voluptatem perspiciatis eveniet voluptate nemo consequatur saepe recusandae quisquam nihil excepturi.,Mobile
381,188,E-commerce Recommender,Earum quidem cumque fuga cumque doloribus neque consequatur ratione.,IoT
382,188,Fraud Detection System,Nostrum quod accusamus laborum ab debitis at officiis suscipit impedit rem quo possimus dignissimos odit minima.,Web
383,188,IoT Smart Campus,Dolores cupiditate porro nisi quaerat nostrum at repudiandae error in nam deleniti voluptates.,Web
384,189,E-commerce Recommender,Nulla sint voluptates magni iure occaecati dignissimos amet.,AI/ML
385,189,Chatbot Assistant,Recusandae placeat voluptas labore debitis pariatur aliquam officia.,Mobile
386,190,Fraud Detection System,Distinctio dolorum nulla suscipit iste autem amet modi culpa adipisci maiores.,Data Engineering
387,190,Placement Analytics Dashboard,Tempora quam nihil eveniet dicta perspiciatis eveniet quod.,IoT
388,191,IoT Smart Campus,Dolorem dolores impedit dicta tempora asperiores nesciunt amet ipsa dolor non debitis.,IoT
389,191,Weather Prediction Model,Consequatur quam odio voluptate dicta consectetur porro animi consequatur sequi itaque cupiditate.,Web
390,192,Attendance Tracker,Dolore eos culpa recusandae veritatis temporibus neque mollitia dolorem illum maxime similique.,Web
391,193,IoT Smart Campus,Nihil saepe eius quas quasi doloribus eveniet neque tempora nihil.,Web
392,193,IoT Smart Campus,Totam tempore in aliquid voluptatibus quasi magnam incidunt hic.,Cloud
393,194,Library Management Portal,Iste dolores nam accusamus quasi veniam consequatur eos.,IoT
394,194,AI Resume Screener,Accusamus pariatur cum itaque necessitatibus nesciunt voluptate iure.,Mobile
395,195,Weather Prediction Model,Soluta illo ratione fuga iure odio similique architecto tempora.,Web
396,195,Weather Prediction Model,Minus eos quidem praesentium nostrum nemo dignissimos placeat nulla excepturi ut maiores.,IoT
397,196,Library Management Portal,Suscipit beatae facilis nulla facilis cupiditate nam architecto quae dignissimos voluptatem dolores.,Data Engineering
398,197,Chatbot Assistant,Officiis qui quibusdam sit praesentium quidem quis eum.,AI/ML
399,197,Fraud Detection System,Magnam in amet fuga iste magnam repudiandae iusto minus repudiandae tempore.,Web
400,197,E-commerce Recommender,Numquam reiciendis veniam repellat velit aperiam tempora itaque aspernatur tempore enim vero autem eius.,Web
401,198,Library Management Portal,Libero soluta maxime occaecati eos voluptas molestiae consequatur expedita.,AI/ML
402,198,Chatbot Assistant,Qui accusantium deleniti ad reiciendis rerum maxime excepturi neque omnis ratione laborum pariatur.,IoT
403,198,Attendance Tracker,Sapiente ipsum esse consequatur ratione cupiditate ea laborum voluptas quo aliquid explicabo iste cumque unde.,Mobile
404,199,Weather Prediction Model,Eligendi voluptate saepe possimus pariatur corrupti dolores aliquam et consectetur ea delectus natus alias et.,Data Engineering
405,199,IoT Smart Campus,Corporis ipsum voluptate modi commodi ad ut quisquam veniam unde culpa voluptas.,IoT
406,200,Fraud Detection System,Voluptate ex provident labore enim velit voluptatem nemo corporis natus tenetur ipsam porro quasi tempore.,Mobile
407,200,Fraud Detection System,Perspiciatis blanditiis ad nulla dolore facere eveniet non deserunt.,AI/ML
408,201,Campus Event App,Dolore vel eius ad modi ipsum perferendis assumenda maiores deserunt et non velit tenetur facere.,Web
409,202,Fraud Detection System,Quaerat incidunt harum accusamus exercitationem est ipsum natus dolor.,Cloud
410,202,Fraud Detection System,Qui impedit ipsam cum quas tempore quas impedit saepe nisi corporis esse voluptates.,Cloud
411,203,Attendance Tracker,Voluptates architecto vero quidem at illum totam impedit nam quae quidem consequatur delectus fugit mollitia.,Data Engineering
412,203,AI Resume Screener,Reprehenderit error nesciunt laudantium qui dolore recusandae.,Data Engineering
413,204,Attendance Tracker,Ea veritatis rerum labore officiis tempora impedit laudantium porro.,Data Engineering
414,204,AI Resume Screener,Adipisci quisquam laudantium voluptas nisi facere laboriosam ipsa ducimus placeat.,Data Engineering
415,204,Fraud Detection System,Fuga quasi accusantium ea neque corporis itaque possimus facere.,Mobile
416,205,E-commerce Recommender,Earum in totam explicabo enim minus vel.,IoT
417,205,Campus Event App,Deserunt occaecati quisquam nisi cumque eum et sapiente reiciendis earum praesentium facere modi expedita corporis.,AI/ML
418,206,IoT Smart Campus,Maxime fuga laborum excepturi tenetur aut culpa dolore deleniti.,IoT
419,207,Fraud Detection System,Nostrum rerum minima minus mollitia quidem beatae itaque asperiores reprehenderit unde laboriosam est facere repellendus.,AI/ML
420,208,Campus Event App,Minima voluptas cupiditate esse quia blanditiis consectetur possimus porro esse distinctio voluptatem incidunt quis beatae accusantium.,AI/ML
421,208,AI Resume Screener,Quidem aliquam autem recusandae maiores animi blanditiis ducimus architecto pariatur quidem quos ullam dignissimos.,Web
422,209,Attendance Tracker,Delectus expedita at sapiente velit veniam expedita cum magnam quas.,Mobile
423,209,E-commerce Recommender,Magnam architecto reprehenderit quis minus quaerat vitae cupiditate quidem a.,Web
424,210,AI Resume Screener,Unde ullam sed labore praesentium delectus perferendis autem.,Cloud
425,210,Placement Analytics Dashboard,Voluptatem incidunt maiores illum quis et iure maxime libero facere enim quam.,Data Engineering
426,210,IoT Smart Campus,Eveniet blanditiis eligendi nobis est voluptate ipsam mollitia.,Mobile
427,211,Chatbot Assistant,Voluptates incidunt sequi tempora rem vel facilis accusamus perferendis perferendis id.,Web
428,212,Campus Event App,Omnis assumenda corporis id nihil aut unde voluptate aperiam voluptate excepturi nisi voluptatibus commodi saepe.,Data Engineering
429,212,Campus Event App,Eius quae neque earum ratione officia id labore nobis illo laborum eius quisquam autem.,AI/ML
430,213,Library Management Portal,Laudantium doloremque velit adipisci qui rerum libero ad debitis non eveniet.,Data Engineering
431,213,AI Resume Screener,Numquam atque asperiores quibusdam quisquam recusandae dicta optio laudantium ea exercitationem.,IoT
432,213,Attendance Tracker,Molestias veritatis adipisci inventore totam fugit et fugiat itaque adipisci nam similique esse provident laudantium.,Data Engineering
433,214,E-commerce Recommender,Est harum quisquam necessitatibus laudantium mollitia molestiae iusto natus.,Web
434,215,Library Management Portal,Magni hic libero voluptas nulla explicabo voluptate eum adipisci.,IoT
435,215,Fraud Detection System,Consectetur facilis repellat nesciunt quisquam numquam fugit.,Web
436,216,Fraud Detection System,Exercitationem facere expedita optio dolorum officia nihil tenetur aperiam esse excepturi accusantium eveniet.,Mobile
437,216,IoT Smart Campus,Omnis in maiores in accusantium iusto ad et necessitatibus eum atque laborum porro dignissimos.,Web
438,216,Library Management Portal,Magnam quisquam excepturi nostrum facilis ipsa libero sed ratione saepe modi enim aliquid voluptatum.,IoT
439,217,Placement Analytics Dashboard,Rem numquam vero quaerat neque nihil earum necessitatibus minus incidunt expedita asperiores reprehenderit.,Web
440,217,Library Management Portal,Rem inventore molestiae dicta illo numquam iste quis debitis accusantium provident sint nemo distinctio.,Web
441,218,Fraud Detection System,Eaque odit repellat sequi tenetur vel quas animi dicta iure dolores quia quisquam sapiente.,Data Engineering
442,219,Chatbot Assistant,Et rerum aperiam dignissimos impedit reprehenderit officia ducimus nobis illo beatae deleniti doloribus.,Cloud
443,220,Library Management Portal,Iure nam ipsa officia alias cum consequatur ea rem omnis debitis.,Data Engineering
444,220,Fraud Detection System,Vitae laborum accusantium similique assumenda nobis sint.,Data Engineering
445,220,AI Resume Screener,Tempore perferendis suscipit id saepe sapiente doloremque necessitatibus magnam blanditiis optio neque quod.,AI/ML
446,221,Library Management Portal,Dolorum sunt dolores commodi rem eveniet nesciunt harum quibusdam doloremque in corporis cupiditate voluptas ipsa.,IoT
447,221,E-commerce Recommender,Sint animi modi praesentium beatae molestias labore doloribus eius quos corporis.,Mobile
448,222,Campus Event App,Quaerat reprehenderit accusantium vitae non sapiente optio velit porro ratione dolores mollitia est vero.,Cloud
449,222,Attendance Tracker,Temporibus placeat modi dolores ipsam ab vero unde ullam error vel quidem.,Data Engineering
450,223,Weather Prediction Model,Distinctio tempora totam occaecati sunt quisquam illo alias sint reprehenderit velit.,Cloud
451,224,Campus Event App,Qui unde ex in ullam aut cum ea architecto in quas molestias eveniet possimus.,Data Engineering
452,224,Fraud Detection System,Odit delectus ipsam odit a dicta esse.,IoT
453,225,Placement Analytics Dashboard,Aspernatur culpa maiores voluptas rerum quis sed placeat recusandae eum laboriosam quasi ea porro repudiandae.,Data Engineering
454,226,E-commerce Recommender,Dicta impedit delectus soluta velit sunt dolore veniam unde officia occaecati.,Web
455,227,E-commerce Recommender,Voluptate dicta praesentium cumque id inventore ea at.,Cloud
456,227,AI Resume Screener,Cumque necessitatibus accusamus minima quo unde repudiandae laudantium dolore dicta veniam repellendus.,IoT
457,227,Attendance Tracker,Enim laudantium consectetur sequi nobis voluptatum eligendi perspiciatis in illum corporis.,IoT
458,228,IoT Smart Campus,Voluptate doloremque iste dolorum nesciunt officia assumenda iusto sit voluptate id.,Data Engineering
459,228,Chatbot Assistant,Quae provident quasi ducimus atque animi ex doloremque tenetur voluptatum.,AI/ML
460,229,IoT Smart Campus,Quae repellat a magnam fugit voluptate perferendis consequatur tempora aliquam debitis cumque laudantium excepturi iusto at.,AI/ML
461,230,Library Management Portal,Inventore ea et voluptatem libero voluptate eligendi facere inventore temporibus ea repudiandae unde maxime ipsa.,Data Engineering
462,230,E-commerce Recommender,Et voluptatum quis corrupti sequi omnis reiciendis amet corrupti.,Web
463,231,Placement Analytics Dashboard,Delectus iusto cum iusto blanditiis tempora libero ipsam voluptates natus.,Cloud
464,232,AI Resume Screener,Laudantium sapiente sint commodi atque sit debitis cumque magni earum tempora nesciunt nesciunt voluptas.,AI/ML
465,232,Library Management Portal,Quisquam debitis ullam doloribus libero atque eveniet eligendi voluptatem commodi fuga ut autem eum adipisci.,IoT
466,233,Weather Prediction Model,Rerum optio iste veritatis nisi ab voluptas omnis veritatis eveniet quasi quasi vero necessitatibus.,Mobile
467,233,Weather Prediction Model,Sint reiciendis eligendi reiciendis quia molestias nobis at ducimus dolores.,Web
468,234,E-commerce Recommender,At sequi cum quod eligendi quibusdam omnis blanditiis laudantium inventore rem est placeat.,AI/ML
469,235,Campus Event App,Facere atque facilis dicta ipsum harum eaque nobis at.,IoT
470,236,Library Management Portal,Repellat nostrum ipsa incidunt aliquam exercitationem iure dolore placeat culpa libero occaecati minima.,IoT
471,236,Library Management Portal,Iusto aspernatur reiciendis error voluptates placeat error dolorum incidunt necessitatibus mollitia.,Data Engineering
472,237,IoT Smart Campus,Maiores magni impedit iure quam repellat explicabo.,AI/ML
473,238,Library Management Portal,Aspernatur magnam beatae optio debitis delectus hic assumenda soluta error nesciunt iste pariatur numquam eaque vitae.,Web
474,238,Library Management Portal,Distinctio aspernatur voluptatem ea perferendis inventore accusantium hic accusamus.,Web
475,238,Campus Event App,Itaque illo omnis quia quas esse repellat nulla porro vitae perferendis rem assumenda consequatur.,Mobile
476,239,Fraud Detection System,Beatae accusamus voluptas similique distinctio officiis officiis ipsa numquam ratione.,AI/ML
477,240,E-commerce Recommender,Assumenda quo corporis in blanditiis temporibus qui ipsum laborum accusantium.,Web
478,241,Weather Prediction Model,Nesciunt dicta necessitatibus rerum amet ab occaecati quae voluptatem sed qui nisi mollitia enim.,Cloud
479,242,Placement Analytics Dashboard,Id maiores quam vel temporibus sint doloremque aperiam accusantium nemo mollitia eaque officia suscipit.,AI/ML
480,243,Campus Event App,Libero vel expedita possimus accusantium enim deleniti exercitationem.,Mobile
481,243,Chatbot Assistant,Magni nesciunt placeat ullam sequi quaerat iusto sunt quam hic.,Data Engineering
482,243,Attendance Tracker,Rerum perferendis quasi recusandae reiciendis sapiente numquam eligendi quibusdam pariatur consectetur dicta non.,Web
483,244,IoT Smart Campus,Recusandae velit laudantium doloremque nam voluptatum facere ea.,AI/ML
484,244,Library Management Portal,Cupiditate similique magnam rem excepturi beatae dolorem natus laborum.,Web
485,244,Placement Analytics Dashboard,Quos quo quo nam tempore sequi soluta nobis aut amet veniam reiciendis.,IoT
486,245,AI Resume Screener,Voluptate quos non similique aut natus magni cumque.,Cloud
487,245,E-commerce Recommender,Sit tenetur culpa eos ipsam magni quasi aut officia.,Data Engineering
488,245,Placement Analytics Dashboard,Reprehenderit commodi dicta voluptas quisquam ab rerum labore enim cupiditate eaque quaerat.,Data Engineering
489,246,Placement Analytics Dashboard,Facere pariatur corrupti quidem in dolorem reiciendis impedit illum itaque sequi recusandae facere.,AI/ML
490,246,Attendance Tracker,Ipsam quo quaerat maxime architecto excepturi illo.,Data Engineering
491,246,Chatbot Assistant,Ipsa hic alias ullam corrupti nemo voluptate voluptatem reiciendis.,Web
492,247,AI Resume Screener,Voluptate in suscipit praesentium sit quam et exercitationem repudiandae tempore nostrum corporis illo officia suscipit.,Web
493,248,Placement Analytics Dashboard,Ratione officiis possimus suscipit quos illo deserunt error alias ex quam qui commodi voluptatibus eligendi at.,Data Engineering
494,249,Attendance Tracker,Est exercitationem odio ad tempora molestiae ea rerum esse in magnam quasi sapiente ea magni.,Mobile
495,250,AI Resume Screener,Aliquid officiis commodi error qui iste voluptatem rem voluptates.,IoT
496,250,AI Resume Screener,Quaerat vel pariatur sapiente doloremque error pariatur repellendus nemo consequuntur fugiat qui autem maiores deserunt.,Web
497,250,Campus Event App,Iste corporis incidunt illum at incidunt consectetur dolor aspernatur perspiciatis illo nam.,IoT
