id,student_id,drive_id,readiness_score,skill_gaps,plan,created_at
398,189,3,61.75,"Django,Git,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs,Spring Boot.",2026-08-12T10:58:27.440543
399,190,3,78.35,"Django,Git","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git.",2026-08-08T04:58:27.440547
400,191,3,76.15,"Django,Git,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs,Spring Boot.",2026-08-12T21:58:27.440552
401,192,3,63.05,"Django,Git,Kubernetes,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,Spring Boot.",2026-08-10T18:58:27.440560
402,193,3,70.3,"Django,Git,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,REST APIs,Spring Boot.",2026-08-09T19:58:27.440568
403,195,3,67.45,"Django,Git,Kubernetes,REST APIs","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs.",2026-08-01T08:58:27.440572
404,196,3,66.25,"Django,Git,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,REST APIs,Spring Boot.",2026-08-17T04:58:27.440575
405,198,3,81.32,"Kubernetes,REST APIs,Spring Boot","Focus on: Kubernetes first — complete a project or certification, then revisit remaining gaps: Kubernetes,REST APIs,Spring Boot.",2026-08-04T16:58:27.440579
406,199,3,74.35,"Django,Git,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,REST APIs,Spring Boot.",2026-08-14T18:58:27.440582
407,201,3,58.2,"Django,Git,Kubernetes,REST APIs","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs.",2026-08-09T21:58:27.440585
408,203,3,62.9,"Kubernetes,REST APIs,Spring Boot","Focus on: Kubernetes first — complete a project or certification, then revisit remaining gaps: Kubernetes,REST APIs,Spring Boot.",2026-08-02T05:58:27.440589
409,204,3,76.2,"Django,Git,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs,Spring Boot.",2026-08-05T23:58:27.440592
410,205,3,68.5,"Django,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Kubernetes,REST APIs,Spring Boot.",2026-08-15T03:58:27.440596
411,209,3,74.2,"Git,Kubernetes,Spring Boot","Focus on: Git first — complete a project or certification, then revisit remaining gaps: Git,Kubernetes,Spring Boot.",2026-08-17T08:58:27.440600
412,211,3,78.05,"Django,Git,Kubernetes,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,Spring Boot.",2026-08-04T15:58:27.440605
413,212,3,66.95,"Django,Git,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs,Spring Boot.",2026-08-06T13:58:27.440608
414,214,3,69.93,"Django,Git,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs,Spring Boot.",2026-08-11T00:58:27.440611
415,215,3,75.0,"Django,Git,Kubernetes,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,Spring Boot.",2026-08-16T09:58:27.440614
416,217,3,79.68,"Git,REST APIs,Spring Boot","Focus on: Git first — complete a project or certification, then revisit remaining gaps: Git,REST APIs,Spring Boot.",2026-08-06T11:58:27.440617
417,218,3,52.9,"Django,Git,Kubernetes,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,Spring Boot.",2026-08-21T04:58:27.440620
418,221,3,67.4,"Django,Git,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,REST APIs,Spring Boot.",2026-08-15T07:58:27.440624
419,222,3,67.47,"Django,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,REST APIs,Spring Boot.",2026-08-17T20:58:27.440628
420,225,3,73.05,"Django,Kubernetes,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Kubernetes,Spring Boot.",2026-08-07T03:58:27.440631
421,227,3,65.3,"Django,Git,REST APIs","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,REST APIs.",2026-08-18T12:58:27.440634
422,228,3,82.18,"Django,Git,Kubernetes,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,Spring Boot.",2026-08-01T23:58:27.440637
423,229,3,65.85,"Git,REST APIs,Spring Boot","Focus on: Git first — complete a project or certification, then revisit remaining gaps: Git,REST APIs,Spring Boot.",2026-08-02T08:58:27.440642
424,230,3,77.68,"Django,Git,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,REST APIs,Spring Boot.",2026-08-19T02:58:27.440646
425,234,3,68.82,"Kubernetes,Spring Boot","Focus on: Kubernetes first — complete a project or certification, then revisit remaining gaps: Kubernetes,Spring Boot.",2026-07-31T20:58:27.440651
426,236,3,72.2,"Git,Kubernetes,REST APIs,Spring Boot","Focus on: Git first — complete a project or certification, then revisit remaining gaps: Git,Kubernetes,REST APIs,Spring Boot.",2026-08-14T02:58:27.440656
427,239,3,73.0,"Git,Kubernetes,REST APIs,Spring Boot","Focus on: Git first — complete a project or certification, then revisit remaining gaps: Git,Kubernetes,REST APIs,Spring Boot.",2026-08-01T13:58:27.440662
428,243,3,83.95,"Django,Git,Kubernetes","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes.",2026-08-15T05:58:27.440666
429,245,3,79.3,"Django,Git,Kubernetes,REST APIs","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs.",2026-08-12T00:58:27.440669
430,247,3,70.67,"Django,Git,Kubernetes,REST APIs","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs.",2026-08-02T14:58:27.440674
431,248,3,60.48,"Git,Kubernetes","Focus on: Git first — complete a project or certification, then revisit remaining gaps: Git,Kubernetes.",2026-08-12T02:58:27.440677
432,249,3,59.15,"Git,Kubernetes,REST APIs,Spring Boot","Focus on: Git first — complete a project or certification, then revisit remaining gaps: Git,Kubernetes,REST APIs,Spring Boot.",2026-08-02T01:58:27.440683
433,250,3,77.5,"Django,Git,Kubernetes,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,Spring Boot.",2026-08-12T20:58:27.440686
434,254,3,76.25,"Django,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,REST APIs,Spring Boot.",2026-08-03T17:58:27.440690
435,257,3,90.5,"Django,Git,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs,Spring Boot.",2026-08-15T11:58:27.440693
436,259,3,72.07,"Git,Kubernetes,REST APIs,Spring Boot","Focus on: Git first — complete a project or certification, then revisit remaining gaps: Git,Kubernetes,REST APIs,Spring Boot.",2026-08-03T09:58:27.440696
437,260,3,81.45,"Django,Git,Kubernetes,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,Spring Boot.",2026-08-17T14:58:27.440699
438,264,3,68.95,"Django,Git,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,REST APIs,Spring Boot.",2026-08-15T05:58:27.440704
439,265,3,56.8,"Django,Git,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,REST APIs,Spring Boot.",2026-08-16T05:58:27.440707
440,267,3,69.32,"Git,REST APIs","Focus on: Git first — complete a project or certification, then revisit remaining gaps: Git,REST APIs.",2026-08-03T10:58:27.440710
441,269,3,71.75,"Django,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Kubernetes,REST APIs,Spring Boot.",2026-08-16T21:58:27.440713
442,271,3,69.95,"Git,Kubernetes,REST APIs,Spring Boot","Focus on: Git first — complete a project or certification, then revisit remaining gaps: Git,Kubernetes,REST APIs,Spring Boot.",2026-08-02T17:58:27.440716
443,274,3,70.1,"Django,Git,Kubernetes","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes.",2026-08-09T03:58:27.440719
444,275,3,74.65,"Django,Git,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs,Spring Boot.",2026-08-02T19:58:27.440722
445,276,3,65.7,"Django,Git,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs,Spring Boot.",2026-08-02T05:58:27.440725
446,278,3,74.5,"Git,REST APIs","Focus on: Git first — complete a project or certification, then revisit remaining gaps: Git,REST APIs.",2026-08-01T16:58:27.440728
447,279,3,58.02,"Django,Git,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,REST APIs,Spring Boot.",2026-08-06T07:58:27.440732
448,281,3,73.9,"Django,Git,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs,Spring Boot.",2026-08-16T13:58:27.440735
449,282,3,59.8,"Django,Git,Kubernetes","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes.",2026-08-14T07:58:27.440738
450,283,3,66.27,"Django,Git,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,REST APIs,Spring Boot.",2026-08-18T18:58:27.440744
451,284,3,75.25,"Django,Kubernetes,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Kubernetes,Spring Boot.",2026-08-17T09:58:27.440751
452,285,3,80.87,"Django,Git,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs,Spring Boot.",2026-08-15T22:58:27.440759
453,286,3,72.6,"Django,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Kubernetes,REST APIs,Spring Boot.",2026-08-21T03:58:27.440762
454,287,3,61.7,"Django,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,REST APIs,Spring Boot.",2026-08-19T12:58:27.440765
455,288,3,71.33,"Django,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Kubernetes,REST APIs,Spring Boot.",2026-08-16T21:58:27.440769
456,290,3,62.15,"Django,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Kubernetes,REST APIs,Spring Boot.",2026-08-07T00:58:27.440772
457,291,3,77.32,"Django,Git,Kubernetes,REST APIs","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs.",2026-08-06T03:58:27.440775
458,294,3,75.8,"Django,Git,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs,Spring Boot.",2026-08-11T21:58:27.440779
459,295,3,77.65,"Django,Git,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs,Spring Boot.",2026-08-18T06:58:27.440784
460,297,3,73.75,"Django,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Kubernetes,REST APIs,Spring Boot.",2026-08-04T01:58:27.440787
461,298,3,82.65,"Django,Git,Kubernetes,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,Spring Boot.",2026-08-09T01:58:27.440790
462,299,3,87.02,"Git,Kubernetes,Spring Boot","Focus on: Git first — complete a project or certification, then revisit remaining gaps: Git,Kubernetes,Spring Boot.",2026-08-06T02:58:27.440793
463,301,3,75.67,"Django,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Kubernetes,REST APIs,Spring Boot.",2026-08-11T21:58:27.440796
464,303,3,70.05,"Django,Git,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs,Spring Boot.",2026-08-10T21:58:27.440799
465,304,3,68.97,"Git,Kubernetes,REST APIs,Spring Boot","Focus on: Git first — complete a project or certification, then revisit remaining gaps: Git,Kubernetes,REST APIs,Spring Boot.",2026-08-18T18:58:27.440802
466,306,3,81.7,"Django,REST APIs","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,REST APIs.",2026-08-15T08:58:27.440805
467,307,3,76.08,"Git,Kubernetes,REST APIs,Spring Boot","Focus on: Git first — complete a project or certification, then revisit remaining gaps: Git,Kubernetes,REST APIs,Spring Boot.",2026-08-01T05:58:27.440810
468,308,3,78.95,"Django,Git,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs,Spring Boot.",2026-08-17T00:58:27.440814
469,309,3,66.58,"Django,Git,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs,Spring Boot.",2026-08-03T23:58:27.440817
470,310,3,76.12,"Git,Kubernetes,REST APIs","Focus on: Git first — complete a project or certification, then revisit remaining gaps: Git,Kubernetes,REST APIs.",2026-08-05T15:58:27.440820
471,311,3,73.25,"Django,Git,Kubernetes,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,Spring Boot.",2026-08-12T16:58:27.440824
472,312,3,72.85,"Git,Kubernetes,REST APIs","Focus on: Git first — complete a project or certification, then revisit remaining gaps: Git,Kubernetes,REST APIs.",2026-08-17T20:58:27.440828
473,313,3,65.28,"Django,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Kubernetes,REST APIs,Spring Boot.",2026-08-07T17:58:27.440831
474,314,3,53.55,"Django,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Kubernetes,REST APIs,Spring Boot.",2026-08-10T08:58:27.440834
475,318,3,70.18,"Django,Git,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,REST APIs,Spring Boot.",2026-08-21T02:58:27.440837
476,320,3,68.1,"Django,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Kubernetes,REST APIs,Spring Boot.",2026-08-06T16:58:27.440840
477,321,3,73.32,"Django,Git,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs,Spring Boot.",2026-08-09T14:58:27.440843
478,322,3,70.1,"Django,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,REST APIs,Spring Boot.",2026-08-08T07:58:27.440846
479,324,3,71.82,"Django,Kubernetes","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Kubernetes.",2026-08-01T20:58:27.440849
480,325,3,70.57,"Git,Kubernetes,Spring Boot","Focus on: Git first — complete a project or certification, then revisit remaining gaps: Git,Kubernetes,Spring Boot.",2026-08-15T01:58:27.440853
481,326,3,70.75,"Kubernetes,REST APIs,Spring Boot","Focus on: Kubernetes first — complete a project or certification, then revisit remaining gaps: Kubernetes,REST APIs,Spring Boot.",2026-08-10T08:58:27.440857
482,327,3,72.65,"Django,Git,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs,Spring Boot.",2026-08-21T07:58:27.440860
483,328,3,76.95,"Django,Git,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,REST APIs,Spring Boot.",2026-08-07T02:58:27.440863
484,329,3,59.93,"Git,Kubernetes,Spring Boot","Focus on: Git first — complete a project or certification, then revisit remaining gaps: Git,Kubernetes,Spring Boot.",2026-08-05T07:58:27.440866
485,330,3,62.1,"Django,Git,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs,Spring Boot.",2026-08-20T19:58:27.440870
486,331,3,94.88,"Django,Git,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,REST APIs,Spring Boot.",2026-08-12T03:58:27.440875
487,332,3,65.25,"Django,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,REST APIs,Spring Boot.",2026-08-18T02:58:27.440880
488,333,3,81.22,"Django,Git,REST APIs","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,REST APIs.",2026-08-12T21:58:27.440883
489,334,3,74.42,"Django,Git,Kubernetes,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,Spring Boot.",2026-08-20T18:58:27.440887
490,335,3,70.38,"Django,Git,Kubernetes,REST APIs","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs.",2026-08-13T12:58:27.440891
491,336,3,76.5,"Django,Git,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,REST APIs,Spring Boot.",2026-08-01T05:58:27.440894
492,337,3,82.58,"Django,Git,Kubernetes","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes.",2026-07-31T22:58:27.440897
493,338,3,71.85,"Django,Git,Kubernetes,REST APIs","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs.",2026-08-09T12:58:27.440900
494,339,3,62.8,"Django,Kubernetes,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Kubernetes,Spring Boot.",2026-08-13T05:58:27.440904
495,340,3,71.83,"Kubernetes,REST APIs,Spring Boot","Focus on: Kubernetes first — complete a project or certification, then revisit remaining gaps: Kubernetes,REST APIs,Spring Boot.",2026-08-01T12:58:27.440908
496,341,3,90.25,"Django,Kubernetes,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Kubernetes,Spring Boot.",2026-08-03T13:58:27.440912
497,342,3,66.5,"Django,Git,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Spring Boot.",2026-08-05T18:58:27.440916
498,345,3,61.25,"Git,Kubernetes,REST APIs","Focus on: Git first — complete a project or certification, then revisit remaining gaps: Git,Kubernetes,REST APIs.",2026-07-31T23:58:27.440919
499,346,3,65.85,"Git,Kubernetes,REST APIs","Focus on: Git first — complete a project or certification, then revisit remaining gaps: Git,Kubernetes,REST APIs.",2026-08-06T08:58:27.440923
500,347,3,74.35,"Django,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Kubernetes,REST APIs,Spring Boot.",2026-08-05T14:58:27.440927
501,348,3,62.9,"Django,Git,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs,Spring Boot.",2026-07-31T20:58:27.440930
502,350,3,53.55,"Git,REST APIs,Spring Boot","Focus on: Git first — complete a project or certification, then revisit remaining gaps: Git,REST APIs,Spring Boot.",2026-08-18T12:58:27.440933
503,352,3,75.65,"Django,Git,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs,Spring Boot.",2026-08-10T13:58:27.440936
504,353,3,74.1,"Django,Git","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git.",2026-08-01T15:58:27.440941
505,354,3,66.95,"Django,Git,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs,Spring Boot.",2026-08-16T15:58:27.440945
506,355,3,68.18,"Git,Kubernetes,REST APIs,Spring Boot","Focus on: Git first — complete a project or certification, then revisit remaining gaps: Git,Kubernetes,REST APIs,Spring Boot.",2026-08-16T09:58:27.440948
507,356,3,75.95,"Kubernetes,REST APIs,Spring Boot","Focus on: Kubernetes first — complete a project or certification, then revisit remaining gaps: Kubernetes,REST APIs,Spring Boot.",2026-08-19T00:58:27.440951
508,357,3,93.03,"Django,Git,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs,Spring Boot.",2026-08-18T12:58:27.440954
509,358,3,68.7,"Django,Git,Kubernetes,REST APIs","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs.",2026-08-06T17:58:27.440958
510,359,3,68.55,"Django,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Kubernetes,REST APIs,Spring Boot.",2026-08-20T03:58:27.440962
511,360,3,79.25,"Django,Git,Kubernetes,REST APIs","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs.",2026-08-17T20:58:27.440965
512,362,3,73.62,"Django,Git,Kubernetes,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,Spring Boot.",2026-08-13T07:58:27.440968
513,364,3,62.75,"Git,Kubernetes,REST APIs,Spring Boot","Focus on: Git first — complete a project or certification, then revisit remaining gaps: Git,Kubernetes,REST APIs,Spring Boot.",2026-07-31T18:58:27.440973
514,365,3,67.65,"Django,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Kubernetes,REST APIs,Spring Boot.",2026-08-21T03:58:27.440979
515,367,3,76.68,"Kubernetes,Spring Boot","Focus on: Kubernetes first — complete a project or certification, then revisit remaining gaps: Kubernetes,Spring Boot.",2026-08-10T15:58:27.440983
516,368,3,68.15,"Django,Git,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,REST APIs,Spring Boot.",2026-08-15T19:58:27.440986
517,369,3,55.55,"Kubernetes,REST APIs,Spring Boot","Focus on: Kubernetes first — complete a project or certification, then revisit remaining gaps: Kubernetes,REST APIs,Spring Boot.",2026-08-09T21:58:27.440990
518,370,3,67.4,"Git,REST APIs","Focus on: Git first — complete a project or certification, then revisit remaining gaps: Git,REST APIs.",2026-08-20T16:58:27.440993
519,371,3,65.3,"Django,Git,Kubernetes,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,Spring Boot.",2026-08-09T00:58:27.440996
520,372,3,70.7,"Git,REST APIs","Focus on: Git first — complete a project or certification, then revisit remaining gaps: Git,REST APIs.",2026-08-20T11:58:27.440999
521,373,3,67.77,"Django,Git,Kubernetes,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,Spring Boot.",2026-08-14T21:58:27.441002
522,376,3,87.0,"Django,Git,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs,Spring Boot.",2026-08-16T14:58:27.441007
523,379,3,73.65,"Django,Kubernetes,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Kubernetes,Spring Boot.",2026-08-13T11:58:27.441011
524,383,3,77.65,"Git,REST APIs,Spring Boot","Focus on: Git first — complete a project or certification, then revisit remaining gaps: Git,REST APIs,Spring Boot.",2026-08-15T23:58:27.441014
525,385,3,60.45,"Django,Git,Kubernetes,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,Spring Boot.",2026-08-20T05:58:27.441017
526,386,3,58.9,"Django,Git,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,REST APIs,Spring Boot.",2026-08-02T07:58:27.441020
527,387,3,70.95,"Django,Kubernetes,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Kubernetes,Spring Boot.",2026-08-05T00:58:27.441024
528,389,3,66.32,"Django,Git,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Spring Boot.",2026-08-15T17:58:27.441027
529,390,3,57.9,Django,"Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django.",2026-08-21T04:58:27.441031
530,391,3,74.2,"Django,Git,Kubernetes,REST APIs","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs.",2026-08-12T20:58:27.441035
531,393,3,58.95,"Django,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Kubernetes,REST APIs,Spring Boot.",2026-08-10T10:58:27.441039
532,395,3,81.03,"Django,Kubernetes,REST APIs","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Kubernetes,REST APIs.",2026-08-10T23:58:27.441042
533,396,3,68.18,"Django,Kubernetes","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Kubernetes.",2026-08-02T15:58:27.441045
534,397,3,69.65,"Django,Git,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs,Spring Boot.",2026-08-18T19:58:27.441050
535,398,3,66.15,"Django,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Kubernetes,REST APIs,Spring Boot.",2026-08-07T11:58:27.441053
536,400,3,75.32,"Django,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Kubernetes,REST APIs,Spring Boot.",2026-08-18T11:58:27.441056
537,401,3,73.58,"Django,REST APIs","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,REST APIs.",2026-08-15T14:58:27.441059
538,403,3,81.42,"Git,Kubernetes,Spring Boot","Focus on: Git first — complete a project or certification, then revisit remaining gaps: Git,Kubernetes,Spring Boot.",2026-08-19T08:58:27.441062
539,404,3,61.07,"Django,Git,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,REST APIs,Spring Boot.",2026-08-10T19:58:27.441065
540,405,3,80.05,"Django,Git,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Spring Boot.",2026-08-01T13:58:27.441069
541,406,3,72.9,"Django,Git,Kubernetes,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,Kubernetes,Spring Boot.",2026-08-16T13:58:27.441074
542,407,3,69.58,"Django,Kubernetes,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Kubernetes,REST APIs,Spring Boot.",2026-08-14T17:58:27.441079
543,408,3,61.53,"Django,Git,REST APIs,Spring Boot","Focus on: Django first — complete a project or certification, then revisit remaining gaps: Django,Git,REST APIs,Spring Boot.",2026-08-09T23:58:27.441082
544,409,3,75.5,"Git,Kubernetes,REST APIs,Spring Boot","Focus on: Git first — complete a project or certification, then revisit remaining gaps: Git,Kubernetes,REST APIs,Spring Boot.",2026-08-18T14:58:27.441085
