id,drive_id,student_id,match_score,skill_score,academic_score,project_score,readiness_score,matched_skills,missing_skills,explanation,skill_evidence,missing_skills_explanation,status
326,3,93,63.14,61.67,74.9,50.0,64.95,"Kubernetes,REST APIs,Spring Boot","Django,Git","Weighted score 63.14: skills 61.67 (x0.4), academics 74.9 (x0.25), projects 50.0 (x0.2), readiness 64.95 (x0.15).",Kubernetes (proficiency 2/5); REST APIs (proficiency 1/5); Spring Boot (proficiency 4/5),"Missing: Django, Git",Pending
327,3,94,65.21,38.33,94.2,66.67,86.6,"Kubernetes,Spring Boot","Django,Git,REST APIs","Weighted score 65.21: skills 38.33 (x0.4), academics 94.2 (x0.25), projects 66.67 (x0.2), readiness 86.6 (x0.15).",Kubernetes (proficiency 5/5); Spring Boot (proficiency 3/5),"Missing: Django, Git, REST APIs",Approved
328,3,95,32.24,0.0,84.9,0.0,73.45,,"Django,Git,Kubernetes,REST APIs,Spring Boot","Weighted score 32.24: skills 0.0 (x0.4), academics 84.9 (x0.25), projects 0.0 (x0.2), readiness 73.45 (x0.15).",No overlapping skills on record,"Missing: Django, Git, Kubernetes, REST APIs, Spring Boot",Pending
329,3,96,30.64,15.0,65.1,0.0,55.75,Kubernetes,"Django,Git,REST APIs,Spring Boot","Weighted score 30.64: skills 15.0 (x0.4), academics 65.1 (x0.25), projects 0.0 (x0.2), readiness 55.75 (x0.15).",Kubernetes (proficiency 4/5),"Missing: Django, Git, REST APIs, Spring Boot",Pending
330,3,97,35.6,0.0,72.4,33.33,72.2,,"Django,Git,Kubernetes,REST APIs,Spring Boot","Weighted score 35.6: skills 0.0 (x0.4), academics 72.4 (x0.25), projects 33.33 (x0.2), readiness 72.2 (x0.15).",No overlapping skills on record,"Missing: Django, Git, Kubernetes, REST APIs, Spring Boot",Pending
331,3,98,48.47,23.33,83.3,33.33,77.65,REST APIs,"Django,Git,Kubernetes,Spring Boot","Weighted score 48.47: skills 23.33 (x0.4), academics 83.3 (x0.25), projects 33.33 (x0.2), readiness 77.65 (x0.15).",REST APIs (proficiency 2/5),"Missing: Django, Git, Kubernetes, Spring Boot",Pending
332,3,99,42.1,15.0,66.0,50.0,64.0,Git,"Django,Kubernetes,REST APIs,Spring Boot","Weighted score 42.1: skills 15.0 (x0.4), academics 66.0 (x0.25), projects 50.0 (x0.2), readiness 64.0 (x0.15).",Git (proficiency 5/5),"Missing: Django, Kubernetes, REST APIs, Spring Boot",Pending
333,3,100,33.14,0.0,60.8,33.33,75.15,,"Django,Git,Kubernetes,REST APIs,Spring Boot","Weighted score 33.14: skills 0.0 (x0.4), academics 60.8 (x0.25), projects 33.33 (x0.2), readiness 75.15 (x0.15).",No overlapping skills on record,"Missing: Django, Git, Kubernetes, REST APIs, Spring Boot",Pending
334,3,101,30.41,0.0,72.1,0.0,82.55,,"Django,Git,Kubernetes,REST APIs,Spring Boot","Weighted score 30.41: skills 0.0 (x0.4), academics 72.1 (x0.25), projects 0.0 (x0.2), readiness 82.55 (x0.15).",No overlapping skills on record,"Missing: Django, Git, Kubernetes, REST APIs, Spring Boot",Pending
335,3,102,49.7,23.33,75.9,50.0,75.95,REST APIs,"Django,Git,Kubernetes,Spring Boot","Weighted score 49.7: skills 23.33 (x0.4), academics 75.9 (x0.25), projects 50.0 (x0.2), readiness 75.95 (x0.15).",REST APIs (proficiency 1/5),"Missing: Django, Git, Kubernetes, Spring Boot",Pending
336,3,103,58.08,15.0,89.0,100.0,65.5,Git,"Django,Kubernetes,REST APIs,Spring Boot","Weighted score 58.08: skills 15.0 (x0.4), academics 89.0 (x0.25), projects 100.0 (x0.2), readiness 65.5 (x0.15).",Git (proficiency 4/5),"Missing: Django, Kubernetes, REST APIs, Spring Boot",Pending
337,3,104,35.75,0.0,95.8,0.0,78.65,,"Django,Git,Kubernetes,REST APIs,Spring Boot","Weighted score 35.75: skills 0.0 (x0.4), academics 95.8 (x0.25), projects 0.0 (x0.2), readiness 78.65 (x0.15).",No overlapping skills on record,"Missing: Django, Git, Kubernetes, REST APIs, Spring Boot",Pending
338,3,105,33.82,15.0,71.3,0.0,66.65,Git,"Django,Kubernetes,REST APIs,Spring Boot","Weighted score 33.82: skills 15.0 (x0.4), academics 71.3 (x0.25), projects 0.0 (x0.2), readiness 66.65 (x0.15).",Git (proficiency 4/5),"Missing: Django, Kubernetes, REST APIs, Spring Boot",Pending
339,3,111,44.99,23.33,94.6,0.0,80.05,REST APIs,"Django,Git,Kubernetes,Spring Boot","Weighted score 44.99: skills 23.33 (x0.4), academics 94.6 (x0.25), projects 0.0 (x0.2), readiness 80.05 (x0.15).",REST APIs (proficiency 5/5),"Missing: Django, Git, Kubernetes, Spring Boot",Pending
340,3,112,33.63,15.0,68.4,0.0,70.2,Git,"Django,Kubernetes,REST APIs,Spring Boot","Weighted score 33.63: skills 15.0 (x0.4), academics 68.4 (x0.25), projects 0.0 (x0.2), readiness 70.2 (x0.15).",Git (proficiency 3/5),"Missing: Django, Kubernetes, REST APIs, Spring Boot",Pending
341,3,113,41.65,23.33,79.6,0.0,82.8,REST APIs,"Django,Git,Kubernetes,Spring Boot","Weighted score 41.65: skills 23.33 (x0.4), academics 79.6 (x0.25), projects 0.0 (x0.2), readiness 82.8 (x0.15).",REST APIs (proficiency 3/5),"Missing: Django, Git, Kubernetes, Spring Boot",Pending
342,3,114,47.39,23.33,74.6,50.0,62.7,Spring Boot,"Django,Git,Kubernetes,REST APIs","Weighted score 47.39: skills 23.33 (x0.4), academics 74.6 (x0.25), projects 50.0 (x0.2), readiness 62.7 (x0.15).",Spring Boot (proficiency 4/5),"Missing: Django, Git, Kubernetes, REST APIs",Pending
343,3,115,52.21,61.67,73.2,0.0,61.6,"Django,Kubernetes,Spring Boot","Git,REST APIs","Weighted score 52.21: skills 61.67 (x0.4), academics 73.2 (x0.25), projects 0.0 (x0.2), readiness 61.6 (x0.15).",Django (proficiency 5/5); Kubernetes (proficiency 5/5); Spring Boot (proficiency 2/5),"Missing: Git, REST APIs",Pending
344,3,116,35.49,0.0,71.0,33.33,73.83,,"Django,Git,Kubernetes,REST APIs,Spring Boot","Weighted score 35.49: skills 0.0 (x0.4), academics 71.0 (x0.25), projects 33.33 (x0.2), readiness 73.83 (x0.15).",No overlapping skills on record,"Missing: Django, Git, Kubernetes, REST APIs, Spring Boot",Pending
345,3,118,26.88,0.0,72.1,0.0,59.05,,"Django,Git,Kubernetes,REST APIs,Spring Boot","Weighted score 26.88: skills 0.0 (x0.4), academics 72.1 (x0.25), projects 0.0 (x0.2), readiness 59.05 (x0.15).",No overlapping skills on record,"Missing: Django, Git, Kubernetes, REST APIs, Spring Boot",Pending
346,3,119,35.78,23.33,68.1,0.0,62.85,Django,"Git,Kubernetes,REST APIs,Spring Boot","Weighted score 35.78: skills 23.33 (x0.4), academics 68.1 (x0.25), projects 0.0 (x0.2), readiness 62.85 (x0.15).",Django (proficiency 5/5),"Missing: Git, Kubernetes, REST APIs, Spring Boot",Pending
347,3,120,43.71,38.33,72.2,0.0,68.85,"Kubernetes,REST APIs","Django,Git,Spring Boot","Weighted score 43.71: skills 38.33 (x0.4), academics 72.2 (x0.25), projects 0.0 (x0.2), readiness 68.85 (x0.15).",Kubernetes (proficiency 2/5); REST APIs (proficiency 5/5),"Missing: Django, Git, Spring Boot",Pending
348,3,122,30.96,15.0,64.0,0.0,59.75,Kubernetes,"Django,Git,REST APIs,Spring Boot","Weighted score 30.96: skills 15.0 (x0.4), academics 64.0 (x0.25), projects 0.0 (x0.2), readiness 59.75 (x0.15).",Kubernetes (proficiency 4/5),"Missing: Django, Git, REST APIs, Spring Boot",Pending
349,3,123,60.68,46.67,85.1,50.0,71.55,"Django,REST APIs","Git,Kubernetes,Spring Boot","Weighted score 60.68: skills 46.67 (x0.4), academics 85.1 (x0.25), projects 50.0 (x0.2), readiness 71.55 (x0.15).",Django (proficiency 1/5); REST APIs (proficiency 4/5),"Missing: Git, Kubernetes, Spring Boot",Pending
350,3,124,64.36,30.0,89.5,100.0,66.55,"Git,Kubernetes","Django,REST APIs,Spring Boot","Weighted score 64.36: skills 30.0 (x0.4), academics 89.5 (x0.25), projects 100.0 (x0.2), readiness 66.55 (x0.15).",Git (proficiency 4/5); Kubernetes (proficiency 2/5),"Missing: Django, REST APIs, Spring Boot",Approved
351,3,125,39.9,15.0,90.0,0.0,76.0,Git,"Django,Kubernetes,REST APIs,Spring Boot","Weighted score 39.9: skills 15.0 (x0.4), academics 90.0 (x0.25), projects 0.0 (x0.2), readiness 76.0 (x0.15).",Git (proficiency 2/5),"Missing: Django, Kubernetes, REST APIs, Spring Boot",Pending
352,3,126,53.16,15.0,96.8,50.0,86.4,Kubernetes,"Django,Git,REST APIs,Spring Boot","Weighted score 53.16: skills 15.0 (x0.4), academics 96.8 (x0.25), projects 50.0 (x0.2), readiness 86.4 (x0.15).",Kubernetes (proficiency 4/5),"Missing: Django, Git, REST APIs, Spring Boot",Pending
353,3,128,55.82,23.33,85.8,66.67,78.02,Spring Boot,"Django,Git,Kubernetes,REST APIs","Weighted score 55.82: skills 23.33 (x0.4), academics 85.8 (x0.25), projects 66.67 (x0.2), readiness 78.02 (x0.15).",Spring Boot (proficiency 5/5),"Missing: Django, Git, Kubernetes, REST APIs",Pending
354,3,129,45.8,38.33,80.5,0.0,68.92,"Kubernetes,Spring Boot","Django,Git,REST APIs","Weighted score 45.8: skills 38.33 (x0.4), academics 80.5 (x0.25), projects 0.0 (x0.2), readiness 68.92 (x0.15).",Kubernetes (proficiency 2/5); Spring Boot (proficiency 2/5),"Missing: Django, Git, REST APIs",Pending
355,3,132,46.09,46.67,70.6,0.0,65.13,"Django,REST APIs","Git,Kubernetes,Spring Boot","Weighted score 46.09: skills 46.67 (x0.4), academics 70.6 (x0.25), projects 0.0 (x0.2), readiness 65.13 (x0.15).",Django (proficiency 3/5); REST APIs (proficiency 1/5),"Missing: Git, Kubernetes, Spring Boot",Pending
356,3,133,59.56,38.33,92.4,50.0,74.2,"Kubernetes,Spring Boot","Django,Git,REST APIs","Weighted score 59.56: skills 38.33 (x0.4), academics 92.4 (x0.25), projects 50.0 (x0.2), readiness 74.2 (x0.15).",Kubernetes (proficiency 4/5); Spring Boot (proficiency 2/5),"Missing: Django, Git, REST APIs",Pending
357,3,134,45.78,38.33,81.7,0.0,66.85,"Django,Kubernetes","Git,REST APIs,Spring Boot","Weighted score 45.78: skills 38.33 (x0.4), academics 81.7 (x0.25), projects 0.0 (x0.2), readiness 66.85 (x0.15).",Django (proficiency 2/5); Kubernetes (proficiency 4/5),"Missing: Git, REST APIs, Spring Boot",Pending
358,3,135,35.8,23.33,71.3,0.0,57.65,REST APIs,"Django,Git,Kubernetes,Spring Boot","Weighted score 35.8: skills 23.33 (x0.4), academics 71.3 (x0.25), projects 0.0 (x0.2), readiness 57.65 (x0.15).",REST APIs (proficiency 1/5),"Missing: Django, Git, Kubernetes, Spring Boot",Pending
359,3,136,36.61,23.33,70.1,0.0,65.05,REST APIs,"Django,Git,Kubernetes,Spring Boot","Weighted score 36.61: skills 23.33 (x0.4), academics 70.1 (x0.25), projects 0.0 (x0.2), readiness 65.05 (x0.15).",REST APIs (proficiency 2/5),"Missing: Django, Git, Kubernetes, Spring Boot",Pending
360,3,137,27.32,0.0,71.0,0.0,63.83,,"Django,Git,Kubernetes,REST APIs,Spring Boot","Weighted score 27.32: skills 0.0 (x0.4), academics 71.0 (x0.25), projects 0.0 (x0.2), readiness 63.83 (x0.15).",No overlapping skills on record,"Missing: Django, Git, Kubernetes, REST APIs, Spring Boot",Pending
361,3,138,34.87,23.33,67.4,0.0,57.95,Spring Boot,"Django,Git,Kubernetes,REST APIs","Weighted score 34.87: skills 23.33 (x0.4), academics 67.4 (x0.25), projects 0.0 (x0.2), readiness 57.95 (x0.15).",Spring Boot (proficiency 5/5),"Missing: Django, Git, Kubernetes, REST APIs",Pending
362,3,139,58.32,76.67,73.3,0.0,62.15,"Git,Kubernetes,REST APIs,Spring Boot",Django,"Weighted score 58.32: skills 76.67 (x0.4), academics 73.3 (x0.25), projects 0.0 (x0.2), readiness 62.15 (x0.15).",Git (proficiency 1/5); Kubernetes (proficiency 1/5); REST APIs (proficiency 2/5); Spring Boot (proficiency 1/5),Missing: Django,Pending
363,3,140,58.52,61.67,87.0,0.0,80.67,"Git,REST APIs,Spring Boot","Django,Kubernetes","Weighted score 58.52: skills 61.67 (x0.4), academics 87.0 (x0.25), projects 0.0 (x0.2), readiness 80.67 (x0.15).",Git (proficiency 2/5); REST APIs (proficiency 5/5); Spring Boot (proficiency 1/5),"Missing: Django, Kubernetes",Pending
364,3,141,39.74,30.0,73.2,0.0,62.93,"Git,Kubernetes","Django,REST APIs,Spring Boot","Weighted score 39.74: skills 30.0 (x0.4), academics 73.2 (x0.25), projects 0.0 (x0.2), readiness 62.93 (x0.15).",Git (proficiency 3/5); Kubernetes (proficiency 1/5),"Missing: Django, REST APIs, Spring Boot",Pending
365,3,142,39.08,0.0,79.9,33.33,82.95,,"Django,Git,Kubernetes,REST APIs,Spring Boot","Weighted score 39.08: skills 0.0 (x0.4), academics 79.9 (x0.25), projects 33.33 (x0.2), readiness 82.95 (x0.15).",No overlapping skills on record,"Missing: Django, Git, Kubernetes, REST APIs, Spring Boot",Pending
366,3,143,47.24,38.33,86.6,0.0,68.42,"Kubernetes,REST APIs","Django,Git,Spring Boot","Weighted score 47.24: skills 38.33 (x0.4), academics 86.6 (x0.25), projects 0.0 (x0.2), readiness 68.42 (x0.15).",Kubernetes (proficiency 1/5); REST APIs (proficiency 2/5),"Missing: Django, Git, Spring Boot",Pending
367,3,145,30.75,15.0,64.7,0.0,57.18,Git,"Django,Kubernetes,REST APIs,Spring Boot","Weighted score 30.75: skills 15.0 (x0.4), academics 64.7 (x0.25), projects 0.0 (x0.2), readiness 57.18 (x0.15).",Git (proficiency 4/5),"Missing: Django, Kubernetes, REST APIs, Spring Boot",Pending
368,3,146,37.73,15.0,78.6,0.0,80.55,Kubernetes,"Django,Git,REST APIs,Spring Boot","Weighted score 37.73: skills 15.0 (x0.4), academics 78.6 (x0.25), projects 0.0 (x0.2), readiness 80.55 (x0.15).",Kubernetes (proficiency 5/5),"Missing: Django, Git, REST APIs, Spring Boot",Pending
369,3,147,35.26,15.0,71.2,0.0,76.4,Git,"Django,Kubernetes,REST APIs,Spring Boot","Weighted score 35.26: skills 15.0 (x0.4), academics 71.2 (x0.25), projects 0.0 (x0.2), readiness 76.4 (x0.15).",Git (proficiency 4/5),"Missing: Django, Kubernetes, REST APIs, Spring Boot",Pending
370,3,149,54.08,61.67,79.7,0.0,63.22,"Django,Kubernetes,Spring Boot","Git,REST APIs","Weighted score 54.08: skills 61.67 (x0.4), academics 79.7 (x0.25), projects 0.0 (x0.2), readiness 63.22 (x0.15).",Django (proficiency 1/5); Kubernetes (proficiency 2/5); Spring Boot (proficiency 4/5),"Missing: Git, REST APIs",Pending
371,3,150,35.29,15.0,76.1,0.0,68.42,Git,"Django,Kubernetes,REST APIs,Spring Boot","Weighted score 35.29: skills 15.0 (x0.4), academics 76.1 (x0.25), projects 0.0 (x0.2), readiness 68.42 (x0.15).",Git (proficiency 1/5),"Missing: Django, Kubernetes, REST APIs, Spring Boot",Pending
372,3,151,46.72,23.33,93.8,0.0,92.9,Spring Boot,"Django,Git,Kubernetes,REST APIs","Weighted score 46.72: skills 23.33 (x0.4), academics 93.8 (x0.25), projects 0.0 (x0.2), readiness 92.9 (x0.15).",Spring Boot (proficiency 5/5),"Missing: Django, Git, Kubernetes, REST APIs",Pending
373,3,152,38.78,15.0,81.0,0.0,83.5,Git,"Django,Kubernetes,REST APIs,Spring Boot","Weighted score 38.78: skills 15.0 (x0.4), academics 81.0 (x0.25), projects 0.0 (x0.2), readiness 83.5 (x0.15).",Git (proficiency 3/5),"Missing: Django, Kubernetes, REST APIs, Spring Boot",Pending
374,3,153,55.73,23.33,97.7,50.0,79.85,Django,"Git,Kubernetes,REST APIs,Spring Boot","Weighted score 55.73: skills 23.33 (x0.4), academics 97.7 (x0.25), projects 50.0 (x0.2), readiness 79.85 (x0.15).",Django (proficiency 3/5),"Missing: Git, Kubernetes, REST APIs, Spring Boot",Pending
375,3,154,46.25,23.33,73.7,33.33,78.85,REST APIs,"Django,Git,Kubernetes,Spring Boot","Weighted score 46.25: skills 23.33 (x0.4), academics 73.7 (x0.25), projects 33.33 (x0.2), readiness 78.85 (x0.15).",REST APIs (proficiency 1/5),"Missing: Django, Git, Kubernetes, Spring Boot",Pending
376,3,155,44.21,23.33,64.1,50.0,59.05,Django,"Git,Kubernetes,REST APIs,Spring Boot","Weighted score 44.21: skills 23.33 (x0.4), academics 64.1 (x0.25), projects 50.0 (x0.2), readiness 59.05 (x0.15).",Django (proficiency 3/5),"Missing: Git, Kubernetes, REST APIs, Spring Boot",Pending
377,3,158,30.98,15.0,65.8,0.0,56.9,Git,"Django,Kubernetes,REST APIs,Spring Boot","Weighted score 30.98: skills 15.0 (x0.4), academics 65.8 (x0.25), projects 0.0 (x0.2), readiness 56.9 (x0.15).",Git (proficiency 5/5),"Missing: Django, Kubernetes, REST APIs, Spring Boot",Pending
378,3,159,61.18,23.33,86.0,100.0,69.0,Spring Boot,"Django,Git,Kubernetes,REST APIs","Weighted score 61.18: skills 23.33 (x0.4), academics 86.0 (x0.25), projects 100.0 (x0.2), readiness 69.0 (x0.15).",Spring Boot (proficiency 1/5),"Missing: Django, Git, Kubernetes, REST APIs",Pending
379,3,160,34.23,23.33,63.7,0.0,59.85,Spring Boot,"Django,Git,Kubernetes,REST APIs","Weighted score 34.23: skills 23.33 (x0.4), academics 63.7 (x0.25), projects 0.0 (x0.2), readiness 59.85 (x0.15).",Spring Boot (proficiency 3/5),"Missing: Django, Git, Kubernetes, REST APIs",Pending
380,3,161,34.56,23.33,62.9,0.0,63.32,REST APIs,"Django,Git,Kubernetes,Spring Boot","Weighted score 34.56: skills 23.33 (x0.4), academics 62.9 (x0.25), projects 0.0 (x0.2), readiness 63.32 (x0.15).",REST APIs (proficiency 2/5),"Missing: Django, Git, Kubernetes, Spring Boot",Pending
381,3,162,35.15,23.33,63.9,0.0,65.62,Spring Boot,"Django,Git,Kubernetes,REST APIs","Weighted score 35.15: skills 23.33 (x0.4), academics 63.9 (x0.25), projects 0.0 (x0.2), readiness 65.62 (x0.15).",Spring Boot (proficiency 3/5),"Missing: Django, Git, Kubernetes, REST APIs",Pending
382,3,163,35.16,23.33,67.0,0.0,60.5,REST APIs,"Django,Git,Kubernetes,Spring Boot","Weighted score 35.16: skills 23.33 (x0.4), academics 67.0 (x0.25), projects 0.0 (x0.2), readiness 60.5 (x0.15).",REST APIs (proficiency 2/5),"Missing: Django, Git, Kubernetes, Spring Boot",Pending
383,3,164,30.58,0.0,77.8,0.0,74.23,,"Django,Git,Kubernetes,REST APIs,Spring Boot","Weighted score 30.58: skills 0.0 (x0.4), academics 77.8 (x0.25), projects 0.0 (x0.2), readiness 74.23 (x0.15).",No overlapping skills on record,"Missing: Django, Git, Kubernetes, REST APIs, Spring Boot",Pending
384,3,165,41.93,23.33,86.0,0.0,74.0,Django,"Git,Kubernetes,REST APIs,Spring Boot","Weighted score 41.93: skills 23.33 (x0.4), academics 86.0 (x0.25), projects 0.0 (x0.2), readiness 74.0 (x0.15).",Django (proficiency 1/5),"Missing: Git, Kubernetes, REST APIs, Spring Boot",Pending
385,3,166,37.53,0.0,74.7,50.0,59.02,,"Django,Git,Kubernetes,REST APIs,Spring Boot","Weighted score 37.53: skills 0.0 (x0.4), academics 74.7 (x0.25), projects 50.0 (x0.2), readiness 59.02 (x0.15).",No overlapping skills on record,"Missing: Django, Git, Kubernetes, REST APIs, Spring Boot",Pending
386,3,167,50.57,61.67,66.3,0.0,62.15,"Django,Kubernetes,Spring Boot","Git,REST APIs","Weighted score 50.57: skills 61.67 (x0.4), academics 66.3 (x0.25), projects 0.0 (x0.2), readiness 62.15 (x0.15).",Django (proficiency 1/5); Kubernetes (proficiency 4/5); Spring Boot (proficiency 1/5),"Missing: Git, REST APIs",Pending
387,3,169,41.46,23.33,89.0,0.0,65.83,Spring Boot,"Django,Git,Kubernetes,REST APIs","Weighted score 41.46: skills 23.33 (x0.4), academics 89.0 (x0.25), projects 0.0 (x0.2), readiness 65.83 (x0.15).",Spring Boot (proficiency 5/5),"Missing: Django, Git, Kubernetes, REST APIs",Pending
388,3,174,32.98,15.0,66.4,0.0,69.2,Git,"Django,Kubernetes,REST APIs,Spring Boot","Weighted score 32.98: skills 15.0 (x0.4), academics 66.4 (x0.25), projects 0.0 (x0.2), readiness 69.2 (x0.15).",Git (proficiency 1/5),"Missing: Django, Kubernetes, REST APIs, Spring Boot",Pending
389,3,176,36.8,15.0,78.3,0.0,74.82,Git,"Django,Kubernetes,REST APIs,Spring Boot","Weighted score 36.8: skills 15.0 (x0.4), academics 78.3 (x0.25), projects 0.0 (x0.2), readiness 74.82 (x0.15).",Git (proficiency 5/5),"Missing: Django, Kubernetes, REST APIs, Spring Boot",Pending
390,3,178,51.17,46.67,86.4,0.0,72.7,"REST APIs,Spring Boot","Django,Git,Kubernetes","Weighted score 51.17: skills 46.67 (x0.4), academics 86.4 (x0.25), projects 0.0 (x0.2), readiness 72.7 (x0.15).",REST APIs (proficiency 3/5); Spring Boot (proficiency 4/5),"Missing: Django, Git, Kubernetes",Pending
391,3,179,33.29,0.0,86.9,0.0,77.12,,"Django,Git,Kubernetes,REST APIs,Spring Boot","Weighted score 33.29: skills 0.0 (x0.4), academics 86.9 (x0.25), projects 0.0 (x0.2), readiness 77.12 (x0.15).",No overlapping skills on record,"Missing: Django, Git, Kubernetes, REST APIs, Spring Boot",Pending
392,3,180,35.11,23.33,61.1,0.0,70.05,Django,"Git,Kubernetes,REST APIs,Spring Boot","Weighted score 35.11: skills 23.33 (x0.4), academics 61.1 (x0.25), projects 0.0 (x0.2), readiness 70.05 (x0.15).",Django (proficiency 3/5),"Missing: Git, Kubernetes, REST APIs, Spring Boot",Pending
393,3,181,38.16,15.0,84.1,0.0,74.22,Git,"Django,Kubernetes,REST APIs,Spring Boot","Weighted score 38.16: skills 15.0 (x0.4), academics 84.1 (x0.25), projects 0.0 (x0.2), readiness 74.22 (x0.15).",Git (proficiency 5/5),"Missing: Django, Kubernetes, REST APIs, Spring Boot",Pending
394,3,182,30.47,15.0,63.3,0.0,57.65,Git,"Django,Kubernetes,REST APIs,Spring Boot","Weighted score 30.47: skills 15.0 (x0.4), academics 63.3 (x0.25), projects 0.0 (x0.2), readiness 57.65 (x0.15).",Git (proficiency 1/5),"Missing: Django, Kubernetes, REST APIs, Spring Boot",Pending
395,3,185,36.71,0.0,73.8,33.33,77.28,,"Django,Git,Kubernetes,REST APIs,Spring Boot","Weighted score 36.71: skills 0.0 (x0.4), academics 73.8 (x0.25), projects 33.33 (x0.2), readiness 77.28 (x0.15).",No overlapping skills on record,"Missing: Django, Git, Kubernetes, REST APIs, Spring Boot",Pending
396,3,187,39.54,23.33,76.8,0.0,73.4,Django,"Git,Kubernetes,REST APIs,Spring Boot","Weighted score 39.54: skills 23.33 (x0.4), academics 76.8 (x0.25), projects 0.0 (x0.2), readiness 73.4 (x0.15).",Django (proficiency 2/5),"Missing: Git, Kubernetes, REST APIs, Spring Boot",Pending
397,3,188,61.86,85.0,69.5,0.0,69.88,"Django,Kubernetes,REST APIs,Spring Boot",Git,"Weighted score 61.86: skills 85.0 (x0.4), academics 69.5 (x0.25), projects 0.0 (x0.2), readiness 69.88 (x0.15).",Django (proficiency 5/5); Kubernetes (proficiency 2/5); REST APIs (proficiency 1/5); Spring Boot (proficiency 2/5),Missing: Git,Pending
398,3,189,34.64,0.0,61.5,50.0,61.75,,"Django,Git,Kubernetes,REST APIs,Spring Boot","Weighted score 34.64: skills 0.0 (x0.4), academics 61.5 (x0.25), projects 50.0 (x0.2), readiness 61.75 (x0.15).",No overlapping skills on record,"Missing: Django, Git, Kubernetes, REST APIs, Spring Boot",Pending
399,3,190,57.1,61.67,82.7,0.0,78.35,"Kubernetes,REST APIs,Spring Boot","Django,Git","Weighted score 57.1: skills 61.67 (x0.4), academics 82.7 (x0.25), projects 0.0 (x0.2), readiness 78.35 (x0.15).",Kubernetes (proficiency 3/5); REST APIs (proficiency 5/5); Spring Boot (proficiency 5/5),"Missing: Django, Git",Pending
400,3,191,32.5,0.0,84.3,0.0,76.15,,"Django,Git,Kubernetes,REST APIs,Spring Boot","Weighted score 32.5: skills 0.0 (x0.4), academics 84.3 (x0.25), projects 0.0 (x0.2), readiness 76.15 (x0.15).",No overlapping skills on record,"Missing: Django, Git, Kubernetes, REST APIs, Spring Boot",Pending
401,3,192,38.19,23.33,77.6,0.0,63.05,REST APIs,"Django,Git,Kubernetes,Spring Boot","Weighted score 38.19: skills 23.33 (x0.4), academics 77.6 (x0.25), projects 0.0 (x0.2), readiness 63.05 (x0.15).",REST APIs (proficiency 5/5),"Missing: Django, Git, Kubernetes, Spring Boot",Pending
402,3,193,34.44,15.0,71.6,0.0,70.3,Kubernetes,"Django,Git,REST APIs,Spring Boot","Weighted score 34.44: skills 15.0 (x0.4), academics 71.6 (x0.25), projects 0.0 (x0.2), readiness 70.3 (x0.15).",Kubernetes (proficiency 4/5),"Missing: Django, Git, REST APIs, Spring Boot",Pending
403,3,195,37.67,23.33,72.9,0.0,67.45,Spring Boot,"Django,Git,Kubernetes,REST APIs","Weighted score 37.67: skills 23.33 (x0.4), academics 72.9 (x0.25), projects 0.0 (x0.2), readiness 67.45 (x0.15).",Spring Boot (proficiency 2/5),"Missing: Django, Git, Kubernetes, REST APIs",Pending
404,3,196,33.96,15.0,72.1,0.0,66.25,Kubernetes,"Django,Git,REST APIs,Spring Boot","Weighted score 33.96: skills 15.0 (x0.4), academics 72.1 (x0.25), projects 0.0 (x0.2), readiness 66.25 (x0.15).",Kubernetes (proficiency 4/5),"Missing: Django, Git, REST APIs, Spring Boot",Pending
405,3,198,58.17,38.33,95.9,33.33,81.32,"Django,Git","Kubernetes,REST APIs,Spring Boot","Weighted score 58.17: skills 38.33 (x0.4), academics 95.9 (x0.25), projects 33.33 (x0.2), readiness 81.32 (x0.15).",Django (proficiency 4/5); Git (proficiency 5/5),"Missing: Kubernetes, REST APIs, Spring Boot",Pending
406,3,199,38.83,15.0,86.7,0.0,74.35,Kubernetes,"Django,Git,REST APIs,Spring Boot","Weighted score 38.83: skills 15.0 (x0.4), academics 86.7 (x0.25), projects 0.0 (x0.2), readiness 74.35 (x0.15).",Kubernetes (proficiency 1/5),"Missing: Django, Git, REST APIs, Spring Boot",Pending
407,3,201,36.66,23.33,74.4,0.0,58.2,Spring Boot,"Django,Git,Kubernetes,REST APIs","Weighted score 36.66: skills 23.33 (x0.4), academics 74.4 (x0.25), projects 0.0 (x0.2), readiness 58.2 (x0.15).",Spring Boot (proficiency 1/5),"Missing: Django, Git, Kubernetes, REST APIs",Pending
408,3,203,39.22,38.33,57.8,0.0,62.9,"Django,Git","Kubernetes,REST APIs,Spring Boot","Weighted score 39.22: skills 38.33 (x0.4), academics 57.8 (x0.25), projects 0.0 (x0.2), readiness 62.9 (x0.15).",Django (proficiency 4/5); Git (proficiency 5/5),"Missing: Kubernetes, REST APIs, Spring Boot",Pending
409,3,204,28.03,0.0,66.4,0.0,76.2,,"Django,Git,Kubernetes,REST APIs,Spring Boot","Weighted score 28.03: skills 0.0 (x0.4), academics 66.4 (x0.25), projects 0.0 (x0.2), readiness 76.2 (x0.15).",No overlapping skills on record,"Missing: Django, Git, Kubernetes, REST APIs, Spring Boot",Pending
